iteration,use_selection,setting,mean_error,variance,dispersion,dispersion_ratio,swd_to_truth,component_weight_entropy,smallest_component_weight,component_mean_distance,num_samples,run,seed
0,False,Replace,0.29159999999986647,45.01193038501346,88.69067417308473,0.9747960304098583,0.06271594280864343,0.7219280948873623,0.2,1.799999999999587,,1,42
1,False,Replace,0.33557176981589276,46.306111658695784,94.70701386837281,1.0409214050024427,0.10254680098733321,0.6254163060164049,0.1563132656221981,3.3986343702538053,,1,42
2,False,Replace,0.34317002273881864,46.076560485137925,90.71151969233478,0.9970070712955337,0.12381950118375,0.5903876608133927,0.14236055397490824,3.0031491771823204,,1,42
3,False,Replace,0.4867448921568623,44.117780992243986,88.06697527847534,0.9679409781475455,0.18645099125378362,0.6003935632580947,0.14625697290839842,3.1626180391001277,,1,42
4,False,Replace,0.2936352803927117,44.87778611071034,88.32605584224133,0.970788523365463,0.18216345232229264,0.5583796978147519,0.1303435784208495,3.1030890719413096,,1,42
5,False,Replace,0.49263698664571826,46.34863331727968,93.56638596587707,1.0283848044872896,0.18879868559655993,0.5695880104692919,0.13447634714573975,3.3086969049371073,,1,42
6,False,Replace,0.6114245192723587,46.07334343172697,92.9502291869742,1.0216126473491842,0.14332083928794875,0.5705243697110839,0.1348252063864022,3.748907825137515,,1,42
7,False,Replace,0.8244158674656368,48.8167249004991,96.70340033642194,1.0628636173304309,0.25385653035043065,0.613692109015912,0.1515445606566602,3.2638422768099886,,1,42
8,False,Replace,0.7589090791473347,46.81306525863865,94.60599569936012,1.0398111179167828,0.23308462509125566,0.5601174466073772,0.1309791649343024,4.427677964514932,,1,42
9,False,Replace,0.7699635984558688,46.13715340680915,92.3187588706307,1.0146721796683094,0.241432048738288,0.5994327564699855,0.14587981274864906,4.3480207656455825,,1,42
10,False,Replace,1.11783019160255,43.73692824545292,87.51627091811936,0.9618882062026987,0.33064372135805253,0.5835076393804647,0.13972098863806579,4.287025800087561,,1,42
11,False,Replace,0.9759925429471129,45.72255126383098,91.70292075702353,1.007903524969081,0.25310904898166026,0.6283626826698954,0.1575279471512884,3.9825852479599613,,1,42
12,False,Replace,0.7633880018525496,45.65787168731156,90.55246940234397,0.9952589552420239,0.2541668562587358,0.6419176566167673,0.1632031178057608,3.5135072519556267,,1,42
13,False,Replace,0.6347877256542275,44.73444653873688,90.0204907778062,0.989411997190377,0.27785637904309246,0.6341687652039387,0.1599411571183232,3.8636967550014716,,1,42
14,False,Replace,0.5884011965093937,47.58497588885078,93.91337603488765,1.0321985599358394,0.2427044497902793,0.688118293263342,0.18370631084517808,4.509840277862452,,1,42
15,False,Replace,0.7973446630873301,45.83480977795761,93.75716680874127,1.0304816699135162,0.29278004163658544,0.6651704353815164,0.17328759775888922,4.2705431531910465,,1,42
16,False,Replace,0.6719898419184693,44.820919172811216,88.59926554860968,0.9737913614848075,0.26877715892192294,0.6847352584881483,0.1821395401080872,3.7111949528656,,1,42
17,False,Replace,0.9446259789973904,44.4598988507636,89.90229267199632,0.9881128860333168,0.27606556507904945,0.6716928995467731,0.17619990979309924,4.0598928005501485,,1,42
18,False,Replace,0.9205789124680275,43.76802499103371,88.24903103379425,0.9699419464483593,0.2903977006963909,0.6560145023532051,0.1692623236129222,4.341625323841008,,1,42
19,False,Replace,0.9906423470011849,43.777527527879606,85.91732469723243,0.9443142454284503,0.3363253190643119,0.6125814584086963,0.15109808655141269,4.816517201094602,,1,42
20,False,Replace,1.1649199115673592,43.873375983930266,87.58034830062601,0.9625924784239768,0.31883807393684904,0.6574785552565622,0.16990112964685547,4.15244841147543,,1,42
21,False,Replace,1.853684765942763,43.46996570752584,85.8780149999453,0.9438821939503284,0.3545998453590391,0.5788453751191902,0.1379502309589987,4.236516385410566,,1,42
22,False,Replace,2.2239638864748303,43.40238418317773,86.80389329612213,0.9540584892166656,0.43245778671379853,0.5406855444005564,0.1239769799841843,4.377385049286131,,1,42
23,False,Replace,1.9189501557678093,46.67120609679895,93.3823431809998,1.026361996815608,0.40719238259369783,0.5789272231189638,0.1379811936967416,4.502253808973916,,1,42
24,False,Replace,1.888998262919078,46.11400291579074,92.18405654299592,1.0131916711989621,0.37172654776345526,0.6299446141279601,0.15818286505247114,4.458009912666789,,1,42
