setting,iteration,use_selection,use_selection,mean_error,mean_error,variance,variance,dispersion,dispersion,dispersion_ratio,dispersion_ratio,swd_to_truth,swd_to_truth,component_weight_entropy,component_weight_entropy,smallest_component_weight,smallest_component_weight,component_mean_distance,component_mean_distance,num_samples,num_samples,run,run,seed,seed
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Accumulate,0,0.0,0.0,0.2915999999997966,6.822220551967122e-14,62.77201873058,15.215228969247487,125.50829612573443,30.284263873723656,0.9966597386272686,0.024408935221580594,0.06681473338514876,0.011633427141246332,0.7219280948873623,0.0,0.2,0.0,1.7999999999993719,2.1047292916485777e-13,,,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,1,0.0,0.0,0.8819174316300842,0.5388201957569628,63.265313718090184,14.712253664590865,127.33547347098128,30.48662916690718,1.0114822141983197,0.028137085329060955,0.25617832989063805,0.05131206063779011,0.856444969794806,0.042512652739463294,0.28261255974395727,0.029580059830883375,3.5151392288998196,0.7048001109209598,100.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,2,0.0,0.0,0.8918843767980864,0.386066557788768,63.29774409354245,12.98324204540553,126.69006251292004,25.512268943440336,1.014004339537172,0.06488587851019886,0.2908330474214155,0.03569801368787163,0.8802832010705359,0.017624910977144168,0.29965677261784623,0.01464738662452653,3.593071938863008,0.948183182652732,200.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,3,0.0,0.0,1.0275685647800503,0.3612765870578703,62.77041998990952,12.607422240704443,125.15867449123004,26.007180465234683,1.0003121384825662,0.0532689015102537,0.29820543544942985,0.0293848920715428,0.8838170916172821,0.02029396632752496,0.3027343805370101,0.01702180178367551,3.6674063130855927,1.0954389480856759,300.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,4,0.0,0.0,0.9742150956497444,0.3748766799275173,62.71031016624646,12.058839408747982,124.11560623378327,23.685919913805005,0.9953929137085625,0.05384100750690809,0.3143206067093529,0.029801122617631296,0.8802064417429948,0.030000074152768032,0.30037040304938123,0.023527992953994534,3.7207769555020236,1.0307679505963914,400.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,5,0.0,0.0,0.9652473111422484,0.4124300838837515,62.520291766000845,11.66610635414401,124.89245775809786,23.36982876896553,1.0023059300586659,0.06551425871795545,0.29321121922448107,0.046688350080233164,0.8749414047248294,0.03892014659746414,0.2967241856070838,0.02854790930772388,3.7652540162787544,1.0846700486469523,500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,6,0.0,0.0,0.8738213156325875,0.3891425453886074,62.28871345614169,12.147069424725723,124.91795699703088,24.500407768836315,1.0011253289694548,0.07108317281830698,0.28609961393442945,0.05687127543043988,0.870794956211391,0.045063605017749545,0.29400707109719404,0.03271567962194519,3.777855129198465,1.088190665742029,600.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,7,0.0,0.0,0.8800380605072882,0.3931017855294348,61.76384453385244,11.59436474111336,123.01191571234071,23.414941620622585,0.9866960381032627,0.06566600606528947,0.2846489053572664,0.03356033275594311,0.8647934358892793,0.05888445858079724,0.2907993679442797,0.041498686537553967,3.6610772017979984,1.0456312125045109,700.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,8,0.0,0.0,0.8808704105599098,0.4488653454895142,61.78650696134714,11.549393768548741,123.37212931377783,23.3504932788561,0.9903542774324314,0.07693195106809347,0.29838251754094613,0.04508170325113657,0.8634720736921266,0.05538437578778438,0.28942189521620154,0.0396101434221322,3.6330551914704174,1.0453847135688943,800.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,9,0.0,0.0,0.9209857367917553,0.474318618880171,61.64501833649749,11.493636601049962,124.04510525280621,22.92888567266523,0.9965377431540802,0.07853312777136483,0.2974357160910067,0.04884880036317925,0.8597695288604326,0.05683389648059753,0.2866713830004911,0.039959121031426445,3.5970938521000746,1.0632408086829468,900.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,10,0.0,0.0,0.9528751162178445,0.5232249824200239,61.3359438309358,11.31822079661547,123.2845224528614,23.09165054915599,0.9903654425085116,0.08231854676279893,0.3018458670193565,0.028009355630704072,0.8577710166961097,0.0546853836631813,0.28499430116164454,0.03908017432816123,3.5963462077207837,0.9982986502448323,1000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,11,0.0,0.0,0.9373926385346989,0.5112229965729945,61.11733502087761,11.515663661710438,122.73406085285187,23.36345399683008,0.9845543592226669,0.06704359082612503,0.29321123916087244,0.04964680213705393,0.8567840919181615,0.049818539931528516,0.2837978426789465,0.03638884005730959,3.5964345961176685,1.016315909104039,1100.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,12,0.0,0.0,0.8890802822405872,0.4898051305718997,61.276309880428336,11.71285938936785,123.04704016700666,23.899432351567768,0.9868878998353516,0.07532187258141941,0.29023698059015557,0.03125444050917388,0.8589484743237055,0.05224338288075087,0.2857639151920368,0.03855682483301274,3.6214179622028473,1.0455093467781904,1200.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,13,0.0,0.0,0.888403706372275,0.49583193588812896,61.0561993788732,11.467648593877644,121.93569002715503,22.898975563032643,0.9792829268082844,0.0797471621794909,0.2777679300770411,0.037537859275690484,0.85814131174975,0.054858877436917045,0.2855236854249421,0.04075226770407592,3.592255009836529,1.0777078795306447,1300.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,14,0.0,0.0,0.8917018242530649,0.5064955355622247,61.04181083470807,11.355838508005165,122.30506116500787,24.586980475891888,0.9797696078102545,0.07463986444081129,0.28597742296050993,0.04757567515825527,0.8575058525254937,0.05885667734610717,0.2856000030907616,0.0438206287032959,3.590035947222101,1.1248010235629993,1400.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,15,0.0,0.0,0.892290071523874,0.5086360373224144,61.10592839814821,11.310996071484444,120.67924073266946,22.16940593270513,0.9699097882658194,0.0781371161095109,0.295571343472401,0.034944164174886244,0.8564591569828005,0.05791607230514169,0.28474119385532093,0.04348784275641599,3.632536216687272,1.1496029746514385,1500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
