setting,iteration,use_selection,use_selection,mean_error,mean_error,variance,variance,dispersion,dispersion,dispersion_ratio,dispersion_ratio,swd_to_truth,swd_to_truth,num_samples,num_samples,run,run,seed,seed
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Accumulate,27,0.0,0.0,0.2772095914526187,0.172485286265169,81.65479189281427,19.117959456669016,162.36864378437633,37.97368157122339,0.9695926125090384,0.015931651673713142,0.16578601221257347,0.025653963676151085,13500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,28,0.0,0.0,0.2742843029320562,0.17104722641432776,81.67241845970243,19.168513588584474,164.14239288770892,36.98137002448578,0.9816600154553357,0.028907654514459376,0.16661850841994194,0.03208926842351836,14000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,29,0.0,0.0,0.26855972295460145,0.15973158946117316,81.71996356836573,19.126848867984975,162.33934885970942,37.646171116227,0.969745746787113,0.01425860538764133,0.1704459272600214,0.02319312936209907,14500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,30,0.0,0.0,0.2675200721578105,0.1576835107181042,81.69970930200888,19.082778047466167,163.47905912856004,37.972429507129945,0.9763158760133184,0.019214144976485468,0.17283066763536775,0.05430881971665226,15000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,31,0.0,0.0,0.26593382328581183,0.15601279006595964,81.70292824833876,19.138049517724358,162.45714601029786,38.41871618148599,0.9696143075303214,0.02559679585155997,0.17716974763790788,0.0324378967621139,15500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,32,0.0,0.0,0.2645091165051849,0.15523604613951744,81.71292236583744,19.08860896033856,162.92651686386967,37.94355131661708,0.9734593039699565,0.020875062521516132,0.1656217621518235,0.013752990539642209,16000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,33,0.0,0.0,0.26306695859172524,0.15929655562788755,81.67467572404342,19.082052514992377,163.99120936399862,37.59416009007172,0.9802655427242188,0.02796567787454761,0.17379437668758208,0.02811277476742309,16500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,34,0.0,0.0,0.26472308843509806,0.16030430910888122,81.63423751936647,19.04499250155767,163.02839162532752,37.743926070848794,0.9741046792561212,0.013362498677515591,0.16644759968742312,0.030877379021799867,17000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,35,0.0,0.0,0.26539004517123976,0.1620077199283265,81.6403433112446,19.089442564179947,163.4329615929988,39.44183092605729,0.9745038804100414,0.01549387501494994,0.16296178384039972,0.013778675793010548,17500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,36,0.0,0.0,0.2647844865856821,0.1623332799552572,81.65023157319759,19.103234434023516,162.81541155694595,36.70778111722279,0.9738634059361637,0.01938838434637039,0.17231801284304002,0.008502583429440966,18000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,37,0.0,0.0,0.2615268639935278,0.15986199483806252,81.6372603920525,19.17115558972305,162.3938703184996,37.874636065404374,0.9698978718109179,0.01373380178486167,0.16017478083195646,0.01273767389765336,18500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,38,0.0,0.0,0.262206247432225,0.15869705391013111,81.63578438914757,19.139345152962722,163.35328713117224,38.26449417256317,0.975633177212746,0.015595263757057514,0.1696375024240727,0.024810805289830554,19000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,39,0.0,0.0,0.26141637463726175,0.15792574246977786,81.60310914226001,19.09950758142654,163.00721872729272,39.747895922716076,0.9717031013599765,0.005629506751467176,0.17342004227333316,0.04228994476518651,19500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,40,0.0,0.0,0.25977251112373645,0.16201905439878642,81.59806375140006,19.11030371388043,164.41816309414628,39.350205039112026,0.9807727485546931,0.01478959284310019,0.16605770969792585,0.028009247110320004,20000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,41,0.0,0.0,0.26017651318499124,0.16296417360147172,81.62253071164783,19.083880425566687,163.62024128414348,38.41983741400427,0.9771023920371349,0.01765292502873399,0.16067434860094262,0.022943808869867206,20500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,42,0.0,0.0,0.26153108208498066,0.16033300626742433,81.65310315466456,19.06755262454862,163.7520587998856,37.88517548583553,0.978434766625363,0.020126844784621064,0.16177527688496515,0.028577982807414644,21000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,43,0.0,0.0,0.2615991493785842,0.15934655777362594,81.67710319001205,19.08772724914202,163.32267751500234,37.54342314782792,0.9760505067204566,0.016505860124250423,0.17065595275610912,0.03396993202236759,21500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,44,0.0,0.0,0.2589788071052313,0.1560120904525293,81.68327163447236,19.138139193821306,163.49372297127297,37.69854970291807,0.9768590888032463,0.02306411114412582,0.17487335102319346,0.02901274049316199,22000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,45,0.0,0.0,0.2602771491922401,0.15509736918021244,81.69579240027605,19.097261155142544,162.8813996564814,37.491971658662884,0.973282418792869,0.0211629865951156,0.17040207017003206,0.02387316876911625,22500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,46,0.0,0.0,0.25899399801730605,0.15383967802469317,81.68181454592963,19.089809210177904,163.83195935247343,38.478779858922955,0.9780189436598018,0.018848465355664243,0.16019032687529247,0.020602495808634897,23000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,47,0.0,0.0,0.25921349482289374,0.15532421130560106,81.64645910153112,19.04314470621537,163.15477337253208,37.07860982488235,0.9757286557086422,0.019581469492833868,0.17748795243947443,0.028461185185327902,23500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,48,0.0,0.0,0.2601698512198068,0.15481879313753055,81.61228914352604,19.020329755556176,162.96760402670697,39.7255948528958,0.9713584417496968,0.01879417460683703,0.16987802437753377,0.027026363759674914,24000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,49,0.0,0.0,0.2609783742023188,0.15419688357024527,81.6645377020106,19.061286850695218,162.9143103125318,40.226164659946235,0.970661059443794,0.013956161280305709,0.17473847008375454,0.029195553121553777,24500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,50,0.0,0.0,0.2617423823617659,0.15604647470176564,81.64907616116253,19.04619739730829,162.56624537845647,38.82237830514502,0.9700172012332807,0.028353949827851964,0.17367447382191586,0.033010100359791746,25000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,51,0.0,0.0,0.25976703143789537,0.15769622357493882,81.65086548555155,19.004449798329677,163.26646332506206,37.75426960806798,0.9752398329030741,0.020295945889945568,0.15156817707152215,0.022643739227488878,25500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,52,0.0,0.0,0.2580760153062699,0.155482426534045,81.6389372952058,19.015857512433556,164.07309683128773,37.673922438686034,0.980511103707211,0.02355983144535146,0.16045551472440414,0.018424492744155706,26000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,53,0.0,0.0,0.25919664086994204,0.15709612754226585,81.65455953524906,19.03479430132217,164.41001400043294,37.4157428604217,0.9831037097032622,0.018741090812503094,0.1653385451889695,0.01644425908932328,26500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,54,0.0,0.0,0.25852901917006677,0.1550983214040634,81.63945904828613,19.029872742443388,163.09712625173,38.61502801043085,0.9735859359855159,0.02048818194205801,0.1748101575473847,0.022980601460276966,27000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,55,0.0,0.0,0.25955521015689376,0.1517649927131945,81.67254163018569,19.076064883624955,163.220825719743,36.63313708966579,0.9763082423091323,0.027232525835831856,0.17912476314222087,0.04471870736255896,27500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,56,0.0,0.0,0.2595957813654034,0.15259131300066367,81.6774570451742,19.050266042258954,163.4492509438748,37.358056647642506,0.9772189130639214,0.022465178191677093,0.1676383729358209,0.03004253502185259,28000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,57,0.0,0.0,0.2603570332683347,0.1538120598471731,81.66722999323795,19.06752562432584,162.73368975287784,39.5490086171861,0.9701793130794784,0.020255694464917776,0.1649814527865835,0.030371673200284183,28500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,58,0.0,0.0,0.2613360167778424,0.15325379057852254,81.66493906252936,19.06189760407072,163.49707884622566,37.58366592908705,0.9770867025383314,0.020306304378363928,0.16393340694889574,0.03377299533138377,29000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,59,0.0,0.0,0.26302548915462254,0.15371318177948198,81.66843647916701,19.076008945991205,162.54257903313913,37.74743416335814,0.9708646899267984,0.02309671938611882,0.17782710333411886,0.02931407569654166,29500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,60,0.0,0.0,0.26084749672569035,0.15257829111008084,81.66355285585674,19.05529258534264,162.5116263032005,37.95152961327129,0.9703139146858206,0.024930486407018004,0.16895075153636657,0.01711124929517351,30000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,61,0.0,0.0,0.26144825323807697,0.15434361238434144,81.65724570100392,19.049177534077774,163.85878174180556,38.494516739591276,0.9781679213416041,0.024816529459423645,0.15580756061633305,0.03196772891679108,30500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,62,0.0,0.0,0.2615395337693506,0.1555320700177372,81.67242361124207,19.028836271456207,163.02982785859516,37.72984421446523,0.973736244819909,0.026816037886614755,0.1613147076889385,0.027891811642075666,31000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,63,0.0,0.0,0.2635465319662802,0.15900881250983293,81.68212732920601,19.039036273915407,163.04791154759803,36.863586938901264,0.9749558104874874,0.027030308458538578,0.16866509206764543,0.021864632823932507,31500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,64,0.0,0.0,0.26360002656204073,0.16441340012615907,81.68049733413382,19.034841480995627,163.44005678901627,38.66276027950516,0.9756928386587058,0.021686068599995577,0.16770217549542626,0.03686225083461548,32000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,65,0.0,0.0,0.2636945701679037,0.16609487506131992,81.68832197230236,19.057191362182465,163.12313791585836,38.4237466873773,0.9738982411154309,0.01106162192027563,0.1759616018557713,0.03397315997066941,32500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,66,0.0,0.0,0.2645184151956031,0.16402637598405104,81.67689766436963,19.05144315264347,162.73529281037244,38.351658677799485,0.9712780031031247,0.02051046494874182,0.17097603190763708,0.02369460400207418,33000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,67,0.0,0.0,0.2642517606329887,0.16585988704498913,81.66395834833762,19.01110989807007,164.0804809338419,38.709952884403485,0.979482930402102,0.015712352703378923,0.16713948399930026,0.03564702505930877,33500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,68,0.0,0.0,0.26522310687459727,0.16744014008517968,81.67410914874456,19.027140227370076,162.33161156709875,37.88371780142998,0.9692752273181393,0.028505842407735054,0.17284885964337623,0.038655136305256105,34000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,69,0.0,0.0,0.2646162065628229,0.1670663779265729,81.6605097939286,19.042805261121238,163.98072088866724,37.44512768008566,0.9803546116752851,0.01948312672797794,0.171334568379663,0.020209397874569567,34500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,70,0.0,0.0,0.265181533348128,0.16671331713458645,81.65888162784431,19.034240515608893,163.1614358040676,37.717353908653614,0.9750056891962433,0.014611315181119905,0.1716141474144488,0.023427688554214343,35000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,71,0.0,0.0,0.2659560454800487,0.16738315815124044,81.65680520467903,19.012321436355265,162.20210075249935,37.54451255737626,0.9690538269869213,0.02134435270032248,0.16940867691732361,0.0421366853476258,35500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,72,0.0,0.0,0.2652917869215659,0.16723383811759343,81.64293408954143,19.00566937698474,164.15969695203856,37.494538283515816,0.9811547956981009,0.02992510913102817,0.17353645096327264,0.028958561603153073,36000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,73,0.0,0.0,0.26621482761713533,0.16628164052111788,81.6427118759455,19.009260184195128,163.32880102438406,38.06371297349998,0.9755587698657491,0.0206017558307712,0.17885037247236665,0.030896579389862566,36500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,74,0.0,0.0,0.2670129277393956,0.16617871959331285,81.63571382892039,19.012552542885757,162.45197271868452,36.67087386792723,0.9714720437241544,0.0187590337871886,0.16295253132430348,0.020567927483483336,37000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,75,0.0,0.0,0.2695356770952829,0.16854608678610913,81.64467100942768,19.008233908118353,163.82658788368624,37.64760090462888,0.979106865001612,0.0199913849641703,0.17213018818797085,0.013112845019019957,37500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,76,0.0,0.0,0.26820760901802365,0.16570549358977557,81.64107599881261,18.98646511495665,161.23117247211536,37.133105418822055,0.9635929315973485,0.02317675489535078,0.1743037951595749,0.021572123676636842,38000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,77,0.0,0.0,0.2694665708328487,0.16513765229373698,81.6510757999752,19.002402212169077,163.0081295902787,38.026538928675,0.9735494854186207,0.017419647202842968,0.17393863106202778,0.03214508214629063,38500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,78,0.0,0.0,0.2693958857334805,0.1616678317551678,81.67666188240324,19.040334428894973,163.26092241055466,37.79533713321615,0.9754608877265326,0.011745503121025855,0.1673092921771343,0.029011439330494018,39000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,79,0.0,0.0,0.2683196700161443,0.15996361883513754,81.67369128988216,19.026719848360564,163.06415194829967,37.76739512016896,0.9740063334931832,0.024189227039282862,0.1661936045081002,0.0340588337420038,39500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,80,0.0,0.0,0.2690010979913817,0.16001055294802347,81.67517709888746,19.020183095899508,163.430288695552,37.7174107657423,0.9764632735949501,0.02362532796478552,0.16971169131639186,0.03289789847992144,40000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,81,0.0,0.0,0.26807406196498723,0.158401551197749,81.67128283570227,19.008986573059808,162.54491751595634,37.63879466181842,0.9710084902337262,0.021998491607713565,0.168274677125324,0.029005198173173676,40500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,82,0.0,0.0,0.26785650658986465,0.15714291524845989,81.6989050188088,19.03034561753901,163.86770053243907,39.00144061548109,0.9774687154477654,0.02070985497969359,0.17056003914890833,0.035105557846822164,41000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,83,0.0,0.0,0.2675924046529545,0.15597006583314885,81.6916872850582,19.031391662566087,162.67180899645064,38.06950998234022,0.9714098223370797,0.019920723441269095,0.17679033325343724,0.01776881164875884,41500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,84,0.0,0.0,0.26673570404221547,0.1524321153239338,81.66562416783168,19.04635641279298,163.4720639952809,37.70196957519244,0.976695162039589,0.015951357388558518,0.15850217025923782,0.03824001956937202,42000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,85,0.0,0.0,0.2670101649524508,0.1516068201657667,81.68368322472227,19.03602795585108,162.9269734385601,38.42947158543469,0.9723527505169066,0.01949164486354365,0.15520094409005777,0.027432705704862007,42500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,86,0.0,0.0,0.26570230869044165,0.14972781348207745,81.66755256047936,19.024225393690738,162.8853610829672,37.197783134096674,0.9736854522628621,0.019111882490651832,0.16022525758310951,0.02892903970315891,43000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,87,0.0,0.0,0.2652895811149457,0.15002399461523921,81.67737075691872,19.040120461533384,163.40927841012382,39.08865762312046,0.9747326322891666,0.015217685973176394,0.1657859079988349,0.029411136421815594,43500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,88,0.0,0.0,0.2649005701358564,0.14912009584661923,81.68168842578432,19.054424343695317,163.47982861008603,37.00380453908843,0.9776719692155031,0.01783812864106708,0.17577047225042608,0.04945130556453413,44000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,89,0.0,0.0,0.26611101911648605,0.15134875782334906,81.67400787022682,19.031236734250655,163.10660386984947,38.25093542642155,0.9738403165098596,0.016241264970134475,0.16307985853975487,0.026748761409955586,44500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,90,0.0,0.0,0.2664537731999615,0.15340988792059249,81.68267695721768,19.02700345317249,163.25410634537138,39.6273386966065,0.973211044092945,0.026784652332096596,0.17739545158075304,0.03026176307234896,45000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,91,0.0,0.0,0.2663948190365535,0.15454325486721973,81.67190431087396,19.01598395268148,162.69152650056276,37.7524610057079,0.9718476978955819,0.0136068776803996,0.17529028161166202,0.03259400292728734,45500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,92,0.0,0.0,0.26697208513209303,0.15545877754849063,81.67373653539491,19.029170069225227,162.45033079079022,38.74000761398279,0.9692500287775015,0.012864486459865047,0.17141729990183865,0.03749376153637207,46000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,93,0.0,0.0,0.26816979521940204,0.15561601405465486,81.67909310988564,19.05788791008808,164.22489954771086,38.70036344616144,0.9803288918214811,0.017191268773254928,0.16642450357168895,0.027794198219507443,46500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,94,0.0,0.0,0.26780906217111966,0.155569812924318,81.66824451276625,19.05640371737166,163.05889660905876,37.986401164822084,0.9740823040821243,0.02167930753592278,0.1670188893762698,0.027923912550264614,47000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,95,0.0,0.0,0.26725118197628256,0.15484159021664623,81.65024979908014,19.064456561843542,165.0436198698483,39.81131642539055,0.9840529340556742,0.02693372824125994,0.17883069152613093,0.027432929599430417,47500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,96,0.0,0.0,0.2666819102134786,0.154030487835827,81.65993297756701,19.062271219125424,164.32963978969715,37.93867886907411,0.9818557062182407,0.02463672444408543,0.16369075269198832,0.027214091652565827,48000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,97,0.0,0.0,0.26735392652608625,0.15276686480177135,81.65073091662096,19.069243875015456,162.7340064240122,39.31744048468009,0.9705930493020285,0.014745972941608437,0.16845667058956093,0.033054249179402494,48500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,98,0.0,0.0,0.26744080215968113,0.15258789098967965,81.64728974421588,19.080035768122237,162.7842439240306,38.195814299417215,0.9716387025424916,0.03590830157771864,0.16543634314884828,0.028192259421530416,49000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,99,0.0,0.0,0.26783571494516767,0.1506774848487538,81.64688647369664,19.06938574124807,163.41878171744094,37.49463357558557,0.9766668212280127,0.022444667525511375,0.1715601959620067,0.029749997223250908,49500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,100,0.0,0.0,0.26794129628458635,0.15065596383510282,81.65966402227487,19.088282447651306,162.69321576494988,37.63628243987485,0.9717260410999045,0.022354327619153028,0.16943226960467356,0.027392446391575634,50000.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
