iteration,use_selection,setting,mean_error,variance,dispersion,dispersion_ratio,swd_to_truth,mean_abs_scale,num_samples,run,seed
0,False,Replace,0.0,60.126378898667156,120.01979008564211,0.9870240054638554,0.07549897728942317,1.6984500783498746,,1,42
1,False,Replace,0.03279230389487536,60.628480411124386,121.489563551987,0.9991111928588763,0.09749637904210429,1.6977257920456608,,1,42
2,False,Replace,0.06844535921975954,57.042307937542674,115.66338377567496,0.9511976004816142,0.12672842936285578,1.6521519921633687,,1,42
3,False,Replace,0.2842273245828032,56.83541276156032,111.99245747565492,0.9210084760228651,0.18117539666351362,1.6537540049745427,,1,42
4,False,Replace,0.37653965476739204,54.770837800825625,110.19154737879464,0.9061980727050877,0.21551209384524495,1.6288352373427268,,1,42
5,False,Replace,0.3562666306201432,54.9759124799326,106.71409274446421,0.8776000290029077,0.20657509858320428,1.6305222566041642,,1,42
6,False,Replace,0.44862751199222267,51.95377754349382,104.23404460401693,0.85720450050231,0.2588876220906176,1.5893794450760512,,1,42
7,False,Replace,0.29949760474053744,51.00757809563193,100.78138713964931,0.828810384852357,0.21131625260134762,1.5749007194525881,,1,42
8,False,Replace,0.5234259899001398,52.146340901753106,105.28472069098262,0.8658450965162006,0.22709755951661648,1.5883787260740188,,1,42
9,False,Replace,0.7065280423634557,50.25759570990798,101.7851529761278,0.8370651982940555,0.29246177992226596,1.5643594729362857,,1,42
10,False,Replace,0.6085163013194101,50.05157672133502,100.79864861913713,0.8289523405632622,0.2512074411126461,1.5610027338118775,,1,42
11,False,Replace,0.4987024313504785,47.635430225087234,94.30429257285412,0.7755437709170677,0.30965813043052115,1.523957041833129,,1,42
12,False,Replace,0.4848342488648502,46.54840085364024,93.95314169410855,0.7726559609432768,0.3123083592002709,1.5060950650644498,,1,42
13,False,Replace,0.5144145606585061,46.00749030041487,90.68042665045827,0.7457416636526341,0.32456210501945704,1.4947485004884302,,1,42
14,False,Replace,0.6723153120083172,45.06653803767039,88.95333094687581,0.731538298374683,0.37923065864000177,1.479434323914298,,1,42
15,False,Replace,0.6847617593188136,45.71833945577865,92.90835985732046,0.7640638383221107,0.3253645490243011,1.492210519984083,,1,42
16,False,Replace,0.5669842469541388,50.03771810696554,103.17067614007547,0.8484595243628374,0.27149728638223714,1.555506698160222,,1,42
17,False,Replace,0.4900043218935045,50.60650829973224,101.24184248417771,0.8325970976783781,0.2744329579909093,1.562798258418913,,1,42
18,False,Replace,0.33371964361975687,49.96501256571574,98.694784278551,0.8116504888693363,0.2717430277159024,1.5493024023596598,,1,42
19,False,Replace,0.48825720383735366,51.96229248566128,104.41016935402854,0.8586529229340918,0.28779129143153687,1.5786635187394933,,1,42
20,False,Replace,0.4685850048282119,51.38029561075007,102.30731809664809,0.8413594026781964,0.26461658687936085,1.5724478460906874,,1,42
21,False,Replace,0.7051528293001241,50.39187071681171,101.35741022247561,0.8335475087053912,0.28657046731116353,1.5577347831889343,,1,42
