setting,iteration,use_selection,use_selection,mean_error,mean_error,variance,variance,dispersion,dispersion,dispersion_ratio,dispersion_ratio,swd_to_truth,swd_to_truth,mean_abs_scale,mean_abs_scale,num_samples,num_samples,run,run,seed,seed
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Accumulate,0,0.0,0.0,0.0,0.0,84.12649828456804,20.561120228712863,167.68093402616051,40.696051832288255,1.0008451930699285,0.02731853382037248,0.08344330610257442,0.005061134994890269,1.9847177533338722,0.24259294339532084,,,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,1,0.0,0.0,0.4654203379272717,0.34562701081289987,85.42556793246365,23.080718195945007,170.07306072342075,44.787844433321375,1.0123848316434652,0.043545692632107016,0.1897100971849987,0.05297413530820059,1.9876082855358626,0.27309141685318317,100.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,2,0.0,0.0,0.7306640499865811,0.7121947620255814,85.04461742632708,24.035118217094123,167.90845586826782,46.27541258456408,0.9966791951509244,0.03244526736618189,0.24186366570651435,0.09375970470107843,1.9852613640083507,0.2796978245538839,200.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,3,0.0,0.0,0.9694689658494078,1.062295449781482,84.80172026930857,23.683795476648687,169.27700955504451,47.810979260479556,1.0034238728731553,0.04833993084919428,0.2703593753372392,0.15799817702327984,1.985504102176288,0.2752999922203753,300.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,4,0.0,0.0,1.0456751869267547,1.1522286944562607,85.62934377357664,24.506719715246543,172.3756611481555,51.00546299073545,1.0191980345774732,0.059085520277189676,0.28695342797778495,0.13980733448987023,1.9937119907803962,0.28538915916511176,400.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,5,0.0,0.0,1.039157041574179,1.1746415160272277,85.75500891328511,24.839602145251444,171.62649375156693,50.59139092921061,1.0154107151605687,0.06006431041704182,0.2649435104496783,0.11424764437211266,1.9923998399420058,0.28953906792767264,500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,6,0.0,0.0,1.037574370779257,1.1572699592655806,86.37869942548197,24.945437492732687,172.2229256436711,49.75111457741335,1.0199361354743113,0.05641058699426598,0.2897663291823167,0.15591888921375244,1.9989807825773802,0.2903995852039016,600.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,7,0.0,0.0,1.026124327486816,1.1419060800067167,86.44770078673707,25.259475833584965,172.51381976860904,48.060498576601056,1.0234874209871374,0.04532077686853967,0.30671930885721505,0.1671711575334974,1.9982742267367903,0.2928888913441925,700.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,8,0.0,0.0,1.0520098281033656,1.1358104966898679,86.73170058341053,25.676813335894668,173.71258595925755,52.5714962384266,1.0265847276746478,0.06395649050649611,0.2728379679369192,0.11425047859454258,2.0001039212959886,0.2979433154143397,800.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
