setting,iteration,use_selection,use_selection,mean_error,mean_error,variance,variance,dispersion,dispersion,dispersion_ratio,dispersion_ratio,swd_to_truth,swd_to_truth,component_weight_entropy,component_weight_entropy,smallest_component_weight,smallest_component_weight,component_mean_distance,component_mean_distance,num_samples,num_samples,run,run,seed,seed
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Accumulate,0,0.0,0.0,1.5118550063439801e-32,2.1200735109849445e-32,68.11120862765388,16.448896182970266,136.21100904463464,33.02761294359597,0.999240176777958,0.02216359060310202,0.0713797636547842,0.010936108580862152,1.0,0.0,0.5,0.0,1.799999999999379,1.358355034952072e-13,,,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,1,0.0,0.0,0.7745410653180228,0.3598628649471719,67.16899019277682,16.002332541850933,135.16724841633427,33.02798898830962,0.9924802168840253,0.05773937127119295,0.2668048545131188,0.06216346547203701,0.9889004592086212,0.014138088473622704,0.4471387273864395,0.035877482095013284,3.110691915820976,0.8174293096755836,100.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,2,0.0,0.0,0.6532389310147723,0.18943135679205847,67.19003747776364,14.194255490323371,134.8269222999228,28.482653496475358,0.9966644109992837,0.08594829899773854,0.27061865761443854,0.032040178156021185,0.9894098510681874,0.011110975246557358,0.4486956830603863,0.035728273962773775,3.300162464360711,0.8453560552774284,200.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,3,0.0,0.0,0.6998143869154099,0.4039703082626031,66.81808943812365,13.855620970007495,133.18506431628091,28.46378101518218,0.9839073283149296,0.07962413215781006,0.2792494748326647,0.06356534226299379,0.9855706096698345,0.015662792024667253,0.44038228573870236,0.04204285723232927,3.3618681195375792,0.8485902282389781,300.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,4,0.0,0.0,0.799515101558735,0.4500628745231704,66.47056028894454,13.034786073916356,131.85055433717443,26.282419705775958,0.976878772916822,0.07536013007028095,0.2995363864112737,0.04866016647534124,0.9838878493832223,0.018797065959611187,0.43619294515865104,0.04285305762126609,3.3497944617075914,0.8188011995174775,400.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,5,0.0,0.0,0.8365024371541798,0.4749172500273628,65.6963449858629,12.972330769006833,131.6303590536967,26.342445639322456,0.9753084086187147,0.0814420727345535,0.2984465996267602,0.06684050246378083,0.9832611695288247,0.01922536868004996,0.43335554593709585,0.04051924628661731,3.283409124767619,0.9321186066534591,500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,6,0.0,0.0,0.7967724711240587,0.4342044550805094,65.61257729146274,13.343935422575367,131.8112620371517,26.792643028245898,0.9763077850567885,0.08706303781999869,0.2972230926271382,0.05828901012934141,0.9847032975381614,0.02107994780039226,0.4391854404269324,0.044096507632724616,3.306021595308586,0.9417884972699615,600.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,7,0.0,0.0,0.8209805205946179,0.4322984941271777,65.22225120637793,12.959626217204645,129.8772107332455,26.652711204425465,0.9609008110225833,0.07069817381394668,0.30027534878685347,0.03959852231217681,0.9843295627990816,0.023387864534635868,0.4419922876375647,0.05013839479999091,3.310317697918058,0.9941246513045097,700.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,8,0.0,0.0,0.896261205312257,0.47791476185904874,65.26395081636669,13.144054492605658,130.9413898657321,26.583220081116007,0.9700019511933983,0.084203081252704,0.30197756291594297,0.04522825912198962,0.9801585031114776,0.02909635950466851,0.4345409641542529,0.05596160665757005,3.3210761587425495,1.0842714042025148,800.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
