iteration,use_selection,setting,mean_error,variance,dispersion,dispersion_ratio,swd_to_truth,mean_abs_scale,num_samples,run,seed
16,False,Replace,2.3451568014561692,51.35518394577726,105.70123920383321,0.8692704797018425,0.4579368114234348,1.559212623257411,,1,42
17,False,Replace,2.061220812171724,52.83232572151925,107.15108800994733,0.8811938098035416,0.3955184212701437,1.5754599637764617,,1,42
18,False,Replace,1.8913895527199707,54.95233902084448,108.50000212049213,0.8922870687358109,0.3845873428842615,1.6009474223507234,,1,42
19,False,Replace,2.086922362259823,56.69684418232473,113.05896833439827,0.9297792947263173,0.37546940625681235,1.6156380620311963,,1,42
20,False,Replace,3.0547501152197296,61.14770077279928,123.54438954354706,1.016009760830655,0.49898166059637805,1.6622697589318922,,1,42
21,False,Replace,3.3206536581673243,64.2730359899281,126.14260406763015,1.0373770712115924,0.48565737479838544,1.69130656946385,,1,42
22,False,Replace,3.248993449731713,66.1471177296682,130.44429690242612,1.0727535211207762,0.5179681184100515,1.7068254510628678,,1,42
23,False,Replace,3.8880788937490616,67.25928007363373,133.87725510643887,1.1009856331307775,0.5329627034805737,1.7101139474145544,,1,42
24,False,Replace,3.7490613130778603,66.71728636775389,134.7244947013329,1.1079531992125307,0.5840677697096556,1.7074278739611444,,1,42
25,False,Replace,3.4089340767150227,65.57858614386213,129.21374249424898,1.0626336338918991,0.5625587243074719,1.6940443043894569,,1,42
26,False,Replace,3.675130276531188,62.734685780683236,122.43018802072365,1.0068467415555309,0.5661913204169988,1.6516302116887451,,1,42
27,False,Replace,3.969098910077216,57.49709415752518,115.4677541976131,0.9495887733907816,0.5263268179766727,1.58630864947743,,1,42
28,False,Replace,4.225257768071616,58.915113199571856,115.28866756359791,0.948115992887628,0.5058898885516413,1.608111017521211,,1,42
29,False,Replace,5.004589373937836,61.550914904644515,121.40678454584281,0.9984304312431923,0.7202307947146825,1.6398081717944184,,1,42
30,False,Replace,5.155166011438591,58.845505689627196,116.52297959661439,0.9582667822362082,0.6653453707776296,1.600178752039082,,1,42
31,False,Replace,5.784131862072713,57.28437505657196,115.0791434277788,0.9463928991242582,0.7392401100317927,1.5724544725151464,,1,42
32,False,Replace,5.875723568723298,59.489869187938076,118.07575437641813,0.9710365594675424,0.6428088855974239,1.585503523442314,,1,42
33,False,Replace,5.988380840002921,52.976277170984254,106.96203430785107,0.8796390616894375,0.6949681333099533,1.5096512753834168,,1,42
34,False,Replace,6.597060706878773,52.357448956997565,104.42961980745602,0.8588128804247388,0.6580204503804952,1.5002339076899047,,1,42
35,False,Replace,6.645787404714517,53.977200770563016,109.68771225409245,0.9020546113432399,0.6967167189175355,1.526248318962807,,1,42
36,False,Replace,6.584344583500904,54.926064447532674,109.81225954938579,0.9030788688442938,0.7618301662551006,1.535434045302789,,1,42
37,False,Replace,7.682827089080949,59.221206020551186,119.16156722209507,0.9799661146963877,0.7120570310485586,1.5700177486323068,,1,42
38,False,Replace,8.431436364266998,56.657699693928855,114.8179407472825,0.9442448090821295,0.8487533958991809,1.5332293885292891,,1,42
39,False,Replace,9.081421484403723,59.65077112797336,119.65604349710323,0.9840326103402905,0.7434110654568815,1.5593261549241568,,1,42
40,False,Replace,8.343879211825268,60.854027277810594,123.67112785277705,1.0170520368880673,0.7957017535571183,1.5809016780308494,,1,42
41,False,Replace,8.138180049836341,62.8873455022229,124.53278141011967,1.0241381411454036,0.7136857122107454,1.6189955157686078,,1,42
42,False,Replace,8.673719871300014,60.03717440418245,119.92988351441471,0.9862846278663187,0.819967507609088,1.5722363466642832,,1,42
43,False,Replace,8.448557804826205,65.91556093308655,129.57919395730931,1.0656390496372112,0.8444936512278709,1.6202758842030682,,1,42
44,False,Replace,7.871625757776499,62.903147383711065,125.75760756883854,1.0342109201455416,0.7091892130046884,1.5855319990836843,,1,42
45,False,Replace,8.428075726065728,68.13717717782292,135.24872030475626,1.1122643486862003,0.7966739370878164,1.6249996751027687,,1,42
46,False,Replace,7.5575619256370725,72.5899503230106,144.42340241771709,1.1877155012130491,0.7992717668934486,1.6855006217648398,,1,42
47,False,Replace,7.938552775576123,78.70858085524378,158.17535264347484,1.3008093916879566,0.8942657508081231,1.7224163470226201,,1,42
48,False,Replace,6.975514230040198,75.81962697131695,148.81494640602585,1.2238308729731417,0.9025452735686088,1.693499286523591,,1,42
49,False,Replace,6.88047230419863,77.17641042761521,159.83152318164602,1.3144294794847315,0.7528262528497236,1.6952860982773554,,1,42
50,False,Replace,6.690506066398419,77.81934838587524,151.21040793538498,1.2435307743973607,0.7208381374746483,1.6859081101996398,,1,42
51,False,Replace,6.086696294412387,72.13887823257012,144.1415501602393,1.1853975922754794,0.7260863204450192,1.623942799880266,,1,42
52,False,Replace,6.317441385752675,65.61220623162019,130.91256320892896,1.0766044700779307,0.7846855779350514,1.5746549925122737,,1,42
53,False,Replace,5.915210524255662,62.884561266898224,126.62616950178791,1.0413538378047158,0.7369349704882909,1.5588747375904892,,1,42
54,False,Replace,6.559970251565934,62.624635416331245,125.17212263272226,1.0293959834890796,0.7273770622211633,1.5503550967104867,,1,42
55,False,Replace,5.734895202398201,64.5730506743012,130.7277723742516,1.0750847791195803,0.7670953158718019,1.562643623058413,,1,42
56,False,Replace,6.722814750433342,60.39438538248001,121.5923966710856,0.9999568763668595,0.792774013293315,1.539810322260913,,1,42
57,False,Replace,6.392694802619297,60.08709931007216,120.91818110139879,0.9944122328404584,0.6815730404447649,1.5376674860850703,,1,42
58,False,Replace,6.7019259767748185,63.003450517198495,127.45167023027861,1.04814262684498,0.7660752701531174,1.5666720201254942,,1,42
59,False,Replace,7.616629479545865,62.022071780260845,126.84922759920579,1.043188232754144,0.8074165165538387,1.5673399436348567,,1,42
60,False,Replace,7.353298584840498,58.97137786189877,116.84031331859605,0.9608764851953251,0.7630444160316042,1.5169671999406318,,1,42
61,False,Replace,8.15658274513027,59.69179600296965,124.81962421072835,1.026497091530113,0.8515439673418898,1.513551742445205,,1,42
62,False,Replace,7.675871410489827,60.207651056104275,121.3381662297326,0.997866124930317,0.7803603597357271,1.5017771285686847,,1,42
63,False,Replace,8.024500162488705,58.55632074241352,115.09924507448723,0.9465582119267253,0.8226219539329569,1.49847039425019,,1,42
64,False,Replace,7.792677379536333,58.40374222473263,119.05550810511197,0.979093901085733,0.8900332417426448,1.4806019507642687,,1,42
65,False,Replace,9.814579863981017,58.18026590198933,118.78969714072542,0.9769079132367473,0.8361787482479048,1.4769433193158026,,1,42
66,False,Replace,10.2274406213606,62.51663366431089,124.27713764604682,1.0220357667635873,0.9487113619244346,1.5429296437179627,,1,42
67,False,Replace,11.113184821052531,66.90696611259409,136.317121299625,1.1210507115738908,0.8628469242143887,1.5791608588690977,,1,42
68,False,Replace,12.284847810704637,73.21637473227078,147.392139741521,1.2121299332198048,0.8587772017337651,1.6449746105050693,,1,42
69,False,Replace,12.438121773194961,77.99975916170987,155.30624596224982,1.2772143065225428,0.9774470855407884,1.6863205255244882,,1,42
70,False,Replace,11.091715354638595,82.20856083856746,166.68601273782616,1.3707997308601374,0.9199897373034829,1.6970006285756114,,1,42
71,False,Replace,12.683100260468196,80.4308145138455,162.81484647531335,1.3389638642291806,0.9590378957764181,1.686395622563491,,1,42
72,False,Replace,11.50752412709782,83.78675812980939,166.03628821147723,1.3654564978484198,0.9745097618141583,1.7169344366858952,,1,42
73,False,Replace,13.252047289698051,85.6536735528126,168.85782235337274,1.388660353881658,1.0993226844566917,1.7287497835385017,,1,42
74,False,Replace,13.900189321831485,90.99938801983426,183.40226745630684,1.5082715984314397,0.9930218383811463,1.7520346012883432,,1,42
75,False,Replace,13.813727446313157,93.7337295337833,184.78622619198862,1.5196530588865411,1.0570705012342798,1.7577198658923685,,1,42
76,False,Replace,15.07838981725159,91.25365630106339,183.22200804363976,1.5067891731798517,1.286001339577213,1.7628466757154322,,1,42
77,False,Replace,16.87620127040187,94.70768710100715,190.8752310264337,1.5697280834861862,1.0898533317812409,1.7872305397260912,,1,42
78,False,Replace,14.279435768569792,98.14281488312005,195.27786342028676,1.6059346445613636,1.1595651178296567,1.8141735796406782,,1,42
79,False,Replace,14.273622210455864,94.1011272279817,187.56741875695593,1.5425251520928491,1.1579309868830574,1.7724663443777122,,1,42
80,False,Replace,13.305957668276095,97.47839937139199,202.07887284366672,1.6618650836787117,1.180163510362885,1.7833459469775754,,1,42
81,False,Replace,13.458471025075458,89.91647481388163,180.72561158501588,1.486259198664328,0.9132687132680823,1.7349572119307877,,1,42
82,False,Replace,14.653921992173673,86.28627051499232,173.35002262487697,1.4256035071913085,0.9906909947376243,1.7079739617567202,,1,42
83,False,Replace,16.523183625220195,87.44957133014732,177.89243458986746,1.462959593624659,1.0785246785164821,1.712469996113133,,1,42
84,False,Replace,17.170191537444733,85.47871333967625,169.5553680270192,1.3943968605386454,1.1089786510474413,1.7031397339463297,,1,42
85,False,Replace,20.08716286763181,82.00077954878482,168.91916484115615,1.3891648249189252,1.277997305246573,1.655601835934157,,1,42
86,False,Replace,22.58585825559272,78.68917150435158,160.9538358233741,1.323659203334696,1.1028453714965134,1.6046988045954467,,1,42
87,False,Replace,24.16696530024463,80.14410340869765,160.41947075509995,1.3192646684859717,1.4283087012781701,1.6158835551330835,,1,42
88,False,Replace,23.991825804605543,73.96742065993905,147.21363956450736,1.210661975647422,1.267688124894011,1.5633557057631302,,1,42
89,False,Replace,27.839410106723605,71.5993769378455,140.19729773245035,1.1529606764380262,1.4074742810591858,1.535078462587586,,1,42
90,False,Replace,27.914897693461047,65.41957768719065,128.76762734389973,1.0589648525827364,1.51951758906086,1.4834662963963736,,1,42
91,False,Replace,28.25325400182347,65.20685908046934,131.95420316242044,1.0851707543416569,1.3291521702357385,1.4815259606561861,,1,42
92,False,Replace,31.64902081398609,67.84794391846387,136.02603023421037,1.1186568241230357,1.5393410533209966,1.50569234728512,,1,42
93,False,Replace,31.83681300788236,69.71120333900514,140.40402682892187,1.1546607842344123,1.7413886286663955,1.507565888273933,,1,42
94,False,Replace,28.35779099933286,69.3783562813164,133.67419614703414,1.0993157079683191,1.2901133290804943,1.4976524454885434,,1,42
95,False,Replace,27.962382829515438,71.42488485940012,142.39811285442988,1.1710598362135232,1.1549368670935356,1.5031028487929372,,1,42
96,False,Replace,27.799261619603715,69.9789838478622,140.4810144433024,1.155293918348901,1.4528662060674375,1.4667535401539777,,1,42
97,False,Replace,27.60122800711325,69.86088785630629,134.90305719831215,1.1094216692945758,1.5034809723396148,1.4559080134569595,,1,42
98,False,Replace,24.557909340277384,71.08576190921191,143.16802496395206,1.1773914731348465,1.398197125683905,1.4609555081583347,,1,42
99,False,Replace,23.84905054330878,64.73979340973735,132.53754667942724,1.0899680803018719,1.4873258949390955,1.4143963046341903,,1,42
100,False,Replace,21.53370541072789,69.563521407134,142.81289231326747,1.1744709176906185,1.1970553806389808,1.4665846301806433,,1,42
101,False,Replace,24.513328242215838,62.9738110229913,122.39251700080736,1.0065369409723008,1.4503075711646867,1.404883209566605,,1,42
102,False,Replace,24.28031411099905,66.2098211647733,132.0441672199304,1.0859106046974014,1.315433058720266,1.4487305352353765,,1,42
103,False,Replace,23.5542791801907,63.86725313557311,129.83115901621906,1.067711170922414,1.5770218137905094,1.4534628660909976,,1,42
104,False,Replace,20.905934885121845,71.2919533012656,139.05342532785534,1.1435536484660782,1.3315913303802251,1.5057606154272563,,1,42
105,False,Replace,21.848325974585013,78.6828974635246,158.9571414479971,1.3072387006937107,1.4338098708261984,1.5516845735481677,,1,42
106,False,Replace,19.88875946543814,77.23366983044733,150.86109761365006,1.2406581008769135,1.2830203815018302,1.5595984776551473,,1,42
107,False,Replace,18.929347368288003,81.01275178496147,163.7239543214947,1.3464402251451282,1.2596846583524206,1.5700248074562113,,1,42
108,False,Replace,19.797412030481983,82.65218063328574,167.59104287485934,1.3782425573330264,1.2383396973262004,1.5823993104646579,,1,42
109,False,Replace,20.280234729436174,73.29232908395154,142.98933560814365,1.175921959785607,1.4031550086891884,1.4929869103847495,,1,42
110,False,Replace,19.128818689578438,71.61418572455082,141.6055079493667,1.1645415772864953,1.1906028329200038,1.4703067813338664,,1,42
111,False,Replace,17.196425269030925,73.64854579906421,145.85235148531066,1.1994669551298878,1.2993730585508196,1.47422928749568,,1,42
112,False,Replace,15.681226746240975,73.4494581985586,151.74077120035332,1.2478923990408166,1.0509957455603698,1.4737357205190782,,1,42
113,False,Replace,17.002393913652245,82.86657307485055,162.1924335254511,1.3338452373561687,1.0602678027885255,1.5412653358575783,,1,42
114,False,Replace,17.518596133992,91.96853710150097,188.35355061748612,1.548990177712787,1.211638351799945,1.6135757365675893,,1,42
115,False,Replace,15.77523123419321,87.0043032653178,172.50113330594124,1.4186223740367383,1.0994004714244143,1.5784674452268699,,1,42
116,False,Replace,16.431216496875845,80.61949787434327,165.6909934563115,1.3626168477201688,1.3472865861742602,1.5447041154451817,,1,42
117,False,Replace,15.590476772360267,81.06171615164511,165.89860743397156,1.364324232641223,1.2107106932749327,1.5265887431462737,,1,42
118,False,Replace,18.186164622698485,77.60986783615942,156.57632844754457,1.287659266482984,1.2586287283205873,1.4957465624237547,,1,42
119,False,Replace,20.783384548265214,75.70233532436563,152.70934053374037,1.2558577619391103,1.2742845074752032,1.47989064966188,,1,42
120,False,Replace,22.839839297129394,76.76132601905819,152.48236138853795,1.2539911209052057,1.3223126762687762,1.4763646290197125,,1,42
121,False,Replace,25.642703087926396,81.58261274685486,161.14260555421225,1.3252116161135323,1.286747114026269,1.5045882114701918,,1,42
122,False,Replace,26.318544291208998,79.67837653952677,163.8694722600544,1.3476369419405962,1.3686150777262511,1.4977077728990233,,1,42
123,False,Replace,27.143339774867343,79.71242608749215,160.38052232871084,1.3189443627114519,1.4575728656077596,1.5049242579061417,,1,42
124,False,Replace,25.40090726576134,71.71727148735434,144.79050640304465,1.1907345070433477,1.3076785640407584,1.450415336000616,,1,42
125,False,Replace,23.92663460434978,80.85527192580709,162.48826248903586,1.3362780885414716,1.4364822363398275,1.5015634429642921,,1,42
126,False,Replace,25.50217272419541,75.63999733867641,154.41717814534084,1.2699027516768933,1.407411937082758,1.4639225641731302,,1,42
127,False,Replace,24.639051072628003,76.21396860474967,149.98658359636903,1.2334662342059663,1.4588803043755634,1.467146122105577,,1,42
128,False,Replace,26.84149717448786,69.54481841222298,139.10359882454753,1.143966267465311,1.2813712703523463,1.4394763084453317,,1,42
129,False,Replace,29.27777783337561,67.87169954076937,137.55770715677565,1.1312530958721212,1.6201071800562756,1.4151743672568777,,1,42
130,False,Replace,32.440690442388984,67.67169890318073,135.0545752004597,1.110667729675725,1.499447060879211,1.4112263786531505,,1,42
131,False,Replace,32.10337375378084,70.41671902396084,141.87422137009128,1.1667514344830143,1.7430381641580652,1.4361850584008793,,1,42
132,False,Replace,32.503666203424935,61.28725317900063,121.41842358940804,0.9985261489193465,1.5005353998931534,1.3595571985509705,,1,42
133,False,Replace,32.701541689998386,65.52072981243224,128.00274530121408,1.052674582145334,1.7977295276021912,1.3973301741542992,,1,42
134,False,Replace,33.89082617894902,61.35830037182554,121.9708887886921,1.0030695364180884,1.5843855493147678,1.362152021992945,,1,42
135,False,Replace,35.77130021290095,66.52711380092092,131.79323274016485,1.0838469587340946,1.5723889900840584,1.3848657918492129,,1,42
136,False,Replace,34.37897486540752,66.42598326368062,131.71223757593972,1.0831808671557004,1.4933958960469607,1.387038746155513,,1,42
137,False,Replace,34.49105855059269,69.64855057980877,135.87667975608875,1.1174285891208886,1.6318924787342324,1.4027155480770204,,1,42
138,False,Replace,32.39698243114998,84.53807599815202,160.49473448871802,1.319883625674356,1.6312794477033008,1.4889247873683442,,1,42
139,False,Replace,32.70490399089443,78.70646456893893,156.47920813553003,1.2868605642080668,1.546725027245199,1.4530064196896626,,1,42
140,False,Replace,31.333755858373394,78.63587792669479,158.78200789778418,1.305798429734239,1.7245786554877254,1.442449762613583,,1,42
141,False,Replace,32.0987092780579,71.86154260840793,140.8972958490322,1.15871735160262,1.4842139900258755,1.3920411451833474,,1,42
142,False,Replace,35.59807264395726,66.58939985610539,134.5143988503217,1.1062254037527284,1.606980949795017,1.3736228381666413,,1,42
143,False,Replace,41.97105730179461,69.88378575124737,134.60672107436483,1.1069846473016745,1.8182649839182106,1.387869196702347,,1,42
144,False,Replace,40.486122728074804,75.02127172961497,151.54116093051323,1.2462508353626207,1.6259286633729637,1.40491298628395,,1,42
145,False,Replace,41.02687004471267,77.88335313719467,154.21522389319503,1.2682419114543668,1.957528533151075,1.4249657056683251,,1,42
146,False,Replace,44.85941307957149,89.01977556305731,179.38186780324017,1.4752084597082027,1.9288782047071036,1.4880517999376495,,1,42
147,False,Replace,46.25541838921127,93.13281363820401,184.74662427040838,1.5193273788696513,1.8015199906377424,1.4940055622144448,,1,42
148,False,Replace,46.05287017555117,99.74569643660531,204.64569312744396,1.6829742127314442,1.7798516960869146,1.5245208672291333,,1,42
149,False,Replace,42.973392820081244,100.12476514399334,201.56783135383307,1.6576623582957237,2.0912908381906785,1.4961765596645353,,1,42
150,False,Replace,43.989626447885506,96.49652219492965,186.39419877539368,1.5328767742322855,2.009202372588084,1.4747661104511054,,1,42
151,False,Replace,43.62707928304654,102.59063082964751,207.8137458910411,1.7090277837801453,1.9318074132803225,1.4876994274500686,,1,42
152,False,Replace,42.20437861506228,102.65702707003088,209.71053395741043,1.7246266725421402,1.8131777062597285,1.4802412383382408,,1,42
153,False,Replace,44.217979458035124,96.10098976131843,205.283974812103,1.6882233416005819,1.8651686646993437,1.4618006049591419,,1,42
154,False,Replace,44.73224683520417,90.43983239670285,184.90592596202202,1.5206374510970855,1.5500887444111155,1.4227801156796895,,1,42
155,False,Replace,44.3308681051517,85.86279391286173,171.34742994614027,1.4091344978248626,1.8441261166567555,1.400401620016622,,1,42
156,False,Replace,45.908349324468,81.14514534146677,160.56982905468752,1.3205011916544238,1.9689337450275382,1.3817736884741885,,1,42
157,False,Replace,44.69742832316481,78.30608377750215,154.32555863364783,1.2691492871245444,1.6997578618362643,1.3677976235896216,,1,42
158,False,Replace,42.565681327839606,73.98899593284744,147.60407340151644,1.213872842533611,1.9606792461989098,1.3499995585333262,,1,42
159,False,Replace,40.89020361494903,82.6988925311694,164.2955308494396,1.3511407812254106,1.8374116008578105,1.4036681718496815,,1,42
160,False,Replace,39.700858696176475,90.08457978752631,179.68736588768272,1.4777208282330339,1.7478021268712602,1.4326813153374915,,1,42
161,False,Replace,38.177218817811855,96.43196153732107,190.26643016153537,1.564721400273584,1.7996928107093375,1.4707729262580793,,1,42
162,False,Replace,37.75025607776942,99.36731888338811,203.27769764151438,1.6717240315486974,1.6222212297266043,1.5043476139848593,,1,42
163,False,Replace,36.39560650697034,113.89375475165518,225.04221522847118,1.85071202436503,1.5906274538479455,1.5725428101371581,,1,42
164,False,Replace,32.21227236131876,107.05636081467611,210.0249067941767,1.7272120256437633,1.7956299615769782,1.5280310015878187,,1,42
165,False,Replace,26.520609226732212,98.40873668806904,202.6440460795508,1.6665129800853395,1.2245843847810312,1.4851500644314046,,1,42
166,False,Replace,25.51322807895763,103.77731391029877,205.4870698930181,1.6898935638206987,1.6106708282818394,1.5141299221204059,,1,42
167,False,Replace,28.08208173949593,103.08465798608647,208.55867552530478,1.7151539687274362,1.4721505979047977,1.5100416517371875,,1,42
168,False,Replace,32.03580554525089,118.24502019551014,229.57192793491015,1.8879636740797945,1.7240060581036176,1.5792408989391649,,1,42
169,False,Replace,39.93664576748438,121.80763073894613,244.0509729519288,2.007037078539105,1.9772648721004367,1.5833584313071232,,1,42
170,False,Replace,38.53638183272886,121.11023500046683,244.683752612638,2.012240959622746,1.8678307227778839,1.5884097691916697,,1,42
171,False,Replace,32.63167949022723,127.35007191000273,255.0018394199049,2.0970952937451877,1.7118777613194305,1.630081442263703,,1,42
172,False,Replace,34.2883286112418,135.37604035348693,262.9705397076433,2.1626286401269144,1.889871385215113,1.674082312627468,,1,42
173,False,Replace,42.777415101682664,136.6580986287815,281.8069577926443,2.3175364000353667,1.9616417738510492,1.6907437660558524,,1,42
174,False,Replace,41.21355774216499,133.88737780852722,266.2263233769977,2.189403696440185,1.9477710912277884,1.6590224990020424,,1,42
175,False,Replace,44.8288857984135,140.62019070416645,282.17669661727064,2.320577074372472,2.013886100357609,1.700633693544993,,1,42
176,False,Replace,44.15128576783748,140.09478863092644,278.8909483980311,2.2935555942816857,1.9337737775217132,1.696375238397092,,1,42
177,False,Replace,51.4601983711137,147.15123264855492,298.19332904284124,2.45229535749435,1.9853247558403626,1.7357203242610026,,1,42
178,False,Replace,63.63772693343362,149.80982514364644,314.8619264027864,2.589375298393576,2.2134928644007754,1.7623242655472844,,1,42
179,False,Replace,70.9823442363612,152.5556074956479,301.09975072047973,2.476197315361321,2.3449299758078426,1.7838928948607382,,1,42
180,False,Replace,69.76995314044751,163.79371875858726,327.9200570676745,2.6967633251809193,2.7023051934559996,1.8200149563994945,,1,42
181,False,Replace,64.74312156283828,152.59235844455233,303.1507747154909,2.4930646163073886,2.210783099258072,1.7946331977992465,,1,42
182,False,Replace,59.94382102855871,144.6111267969682,280.5035749578001,2.306817583202053,2.0370076188743065,1.7771856656664262,,1,42
183,False,Replace,53.43958433091814,154.7042970425349,307.9515434919421,2.5325453888004708,2.2950322627736197,1.8013275309096888,,1,42
184,False,Replace,59.02657028221759,172.40847313276342,358.78289780188845,2.9505745063181297,2.634325045443795,1.877500950884168,,1,42
185,False,Replace,68.77090301386275,160.811757525529,319.2212178385902,2.625225430200014,2.217858305601337,1.8265724984974347,,1,42
186,False,Replace,76.72274425837064,184.21280649059867,380.28915829985465,3.127438633176747,2.8170841722676165,1.8976628066112766,,1,42
187,False,Replace,90.44957169117183,180.765796257562,354.79191415661757,2.9177532802479527,2.6161239199113737,1.9125648664058499,,1,42
188,False,Replace,89.33020932098825,163.5751552530467,333.2446686657728,2.740552099210136,2.5651392326195195,1.8475556034419944,,1,42
189,False,Replace,83.4086559777444,168.31787653612588,339.53387584002405,2.7922735565788916,2.551347889955718,1.83878072473872,,1,42
190,False,Replace,82.71535155768265,154.1230086268204,318.90248834642847,2.6226042486449685,2.546561180363452,1.7904451081858874,,1,42
191,False,Replace,77.08098530927566,158.59151666017118,312.7169919514171,2.5717356925241,2.4053133181072592,1.807007354256411,,1,42
192,False,Replace,74.1664400062,174.47522530752664,358.9782490451825,2.95218104442731,2.845694657320043,1.8335720372708415,,1,42
193,False,Replace,68.12507536449536,154.1808022503773,298.65443722537145,2.4560874391581184,2.5342923158309922,1.7880285708978754,,1,42
194,False,Replace,60.759426056464314,147.75982360396395,291.68613086667864,2.398781176178085,2.525915151335007,1.75701976197877,,1,42
195,False,Replace,67.70720754060505,153.36898209409046,303.4479188250802,2.495508283047995,2.085534618529884,1.7783326615715147,,1,42
196,False,Replace,73.9810759920611,122.87057338716646,239.96159954482923,1.9734067104370394,2.5652058855638855,1.6486175812382378,,1,42
197,False,Replace,82.19561196578347,119.82876081387664,236.57456962423183,1.9455523054554238,2.6176839523140703,1.6177895247682368,,1,42
198,False,Replace,82.76172005754704,125.73900169041983,256.6252243753396,2.1104457580309486,2.593526290357838,1.6464506440555358,,1,42
199,False,Replace,81.57756132788332,131.868364087564,257.25376595141796,2.1156147857686136,2.6110571933787265,1.667706168919743,,1,42
200,False,Replace,85.01559393867542,161.98458080736134,304.36862749829055,2.5030800473532726,2.6612469766110642,1.7649051289334523,,1,42
0,True,Replace + Select,0.0,60.126378898667156,117.06257861430961,0.96270436026738,0.07357226593887464,1.6984500783498746,,1,42
1,True,Replace + Select,2.9730043323140967,28.688759311891722,56.95876221165993,0.46841996294360616,0.7379249598792654,1.169320441212777,,1,42
2,True,Replace + Select,6.110435865386097,11.736094084218966,23.364641803664533,0.19214716442034532,1.2340281322032873,0.7466140957052825,,1,42
3,True,Replace + Select,8.398409960606633,4.671953117066121,9.386771672909555,0.0771953439375179,1.5531386306430361,0.47390024696415534,,1,42
4,True,Replace + Select,10.217593246501558,1.9609766945018576,3.9370656358483545,0.03237781278317717,1.7169659970511941,0.30719199087180976,,1,42
5,True,Replace + Select,11.910434682359698,0.8454337504092999,1.6655881543321513,0.013697536800964109,1.8901175346668282,0.2000856394773371,,1,42
6,True,Replace + Select,13.044520420965805,0.37714679278615487,0.7636504114414886,0.00628014169444268,1.988715561196153,0.13389363859940892,,1,42
7,True,Replace + Select,14.143167362150283,0.18461068699694805,0.36633076328025715,0.0030126469729658866,2.0842098420613917,0.09367890167959714,,1,42
8,True,Replace + Select,15.051663593235583,0.09721155674046036,0.19569731214748803,0.001609384125372099,2.118281176827698,0.06764322829040474,,1,42
9,True,Replace + Select,15.850580134395019,0.05364770567415505,0.10872613554454398,0.0008941467546910826,2.1026284087620906,0.05032049562243941,,1,42
10,True,Replace + Select,16.46212030959029,0.03268711129705596,0.06592443828320974,0.0005421522824345662,2.0603049572501217,0.03943742806701552,,1,42
11,True,Replace + Select,16.97702835934822,0.019406588428902895,0.03809226449377285,0.0003132648328330154,2.134643786656288,0.030315524231921537,,1,42
12,True,Replace + Select,17.374183726550662,0.013379360447134924,0.026970541394096943,0.00022180151937721876,2.2080662630331167,0.025323616936614342,,1,42
13,True,Replace + Select,17.66918736019729,0.009146573004937623,0.018305923027069872,0.00015054505142025773,2.2469199772681776,0.0210163459655555,,1,42
14,True,Replace + Select,17.925976430578018,0.006921146557187406,0.013593800835147088,0.00011179329459092177,2.1365490162175744,0.01826192441610188,,1,42
15,True,Replace + Select,18.181764809768886,0.004839834261106213,0.009747662773641001,8.016325597540793e-05,2.1962863192366826,0.015273143656887894,,1,42
