setting,iteration,use_selection,use_selection,mean_error,mean_error,variance,variance,dispersion,dispersion,dispersion_ratio,dispersion_ratio,swd_to_truth,swd_to_truth,component_weight_entropy,component_weight_entropy,smallest_component_weight,smallest_component_weight,component_mean_distance,component_mean_distance,num_samples,num_samples,run,run,seed,seed
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Accumulate,0,0.0,0.0,1.5118550063439801e-32,2.1200735109849445e-32,68.11120862765388,16.448896182970266,135.6230448637655,32.5822697620332,0.9955596260737384,0.008123890358739156,0.07213305938981344,0.011818613843002014,1.0,0.0,0.5,0.0,1.799999999999379,1.358355034952072e-13,,,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,1,0.0,0.0,0.13741074860102725,0.05718635125061622,70.06116804847711,18.354454983423768,140.12857296781937,35.630947992966405,1.0252905489945912,0.040887120496085366,0.1509037804279905,0.016534914956773356,0.9919278073310129,0.005706077211708422,0.4535218563195579,0.02806419732409861,2.565489851559949,0.36761866408627714,300.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,2,0.0,0.0,0.24695630553942766,0.13676256666675263,69.48203688289212,16.73551676536767,139.3283931315542,33.55908292129472,1.0220804285374392,0.03245412657419737,0.17648228297344679,0.04042026018234147,0.988850013493011,0.009987932230958847,0.4470473556725696,0.03612360436167443,2.6917130430319673,0.5322598096090505,600.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,3,0.0,0.0,0.3171014781689875,0.1788283220534341,69.71977245644432,17.60568101847441,138.56884564674002,35.178225271244735,1.0145394145408222,0.026571012064092916,0.18974188498758432,0.027650787068186907,0.9857845678385733,0.0121362630470363,0.4394231693245051,0.039234294156236776,2.8302365791299495,0.6249952621057479,900.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,4,0.0,0.0,0.2685317819380719,0.1467273907468714,69.49074546185766,17.220933782565993,138.081838584886,34.72208585527091,1.0109186191150938,0.03441196509163487,0.18396269895329428,0.03658997245013625,0.9834410135177907,0.013808571022974921,0.43483578855691196,0.04269470858868677,2.9018721733411015,0.7281917682195906,1200.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,5,0.0,0.0,0.2761962840759608,0.14694348415970007,69.23660077640609,17.03734456134015,139.4285380128767,35.59745786284271,1.0200914430175008,0.03716418858217086,0.17680703019064978,0.035976540928480134,0.9820881796589619,0.014329352976166188,0.43019574905686786,0.04025196625780016,2.921611819481407,0.6947096532888921,1500.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,6,0.0,0.0,0.30605989146517204,0.1683364844387042,69.1644076344981,17.153667347595178,137.91176702683782,34.36763920324542,1.0101933474319622,0.03159087975542762,0.1894008414780986,0.02594078448993167,0.9834616424145104,0.013696941693253561,0.43359199640499424,0.040120525420119485,2.85183730521996,0.6452123039895652,1800.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,7,0.0,0.0,0.29160491117082254,0.1290964151234471,69.15718558633702,17.294498714544424,138.78720189284732,34.64763142842158,1.0166771431003128,0.026761077420134602,0.18744526219080268,0.022294705359071364,0.9852391505289431,0.012817968489220094,0.4383894852533216,0.04018434865681702,2.8246754832787273,0.6768196825450123,2100.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
Accumulate,8,0.0,0.0,0.2904533059261757,0.11240054749448405,69.24489187641018,17.288073996137516,138.04136096587905,33.75877811984362,1.0121205764986212,0.03141192957602819,0.18683178608194387,0.031843436187112634,0.985382990511271,0.011963680485661814,0.43853950169847283,0.039719936991784985,2.839361721976737,0.7018474850794433,2400.0,0.0,3.0,1.5811388300841898,686.8,803.9674744664737
