iteration,use_selection,setting,mean_error,variance,dispersion,dispersion_ratio,swd_to_truth,component_weight_entropy,smallest_component_weight,component_mean_distance,num_samples,run,seed
36,False,Replace,3.0864136240147455,46.94340650836391,94.41496663917403,1.0377115243428416,0.5598423942498356,0.9782176658741757,0.4133333332121045,3.9205566065438173,,1,42
37,False,Replace,5.778119803136334,48.00250213277391,95.06210615178122,1.0448242115999005,0.735795499812534,0.9998717566357898,0.49333333320183337,4.051549244336204,,1,42
38,False,Replace,5.930360341749299,46.598154585818634,90.9049576465701,0.9991331409378864,0.7632355311059966,0.9988455359947249,0.4799999999958712,4.029075349307165,,1,42
39,False,Replace,6.262667339476395,47.503889456238156,94.28234895969919,1.036253928166924,0.7618326422861538,0.9953784387085222,0.459999999517114,4.04477989442098,,1,42
40,False,Replace,6.650292388211395,45.435803440132425,92.03448927411189,1.0115477826915542,0.7868199510793155,0.9927744539815645,0.44999999997843226,4.063850566091217,,1,42
41,False,Replace,7.320526553348445,42.71939790674535,86.20240399225128,0.947447541772484,1.0099290519408788,0.9945750754754328,0.45666666665501066,4.049668738401852,,1,42
42,False,Replace,6.942291078774619,38.64100408304485,76.90468468923925,0.8452566411739211,0.7601994390606677,0.9829732284917163,0.4233333333331016,4.00389944434397,,1,42
43,False,Replace,6.279980205521668,37.42765056402606,76.11579409534099,0.8365859728479713,0.7904012252973787,0.9829732284918138,0.4233333333333205,3.6500908007579946,,1,42
44,False,Replace,5.544806865007185,35.91504980119507,73.03081562925463,0.8026790847711921,0.8000782988264529,0.9858150371789199,0.43,3.4220151009471302,,1,42
45,False,Replace,5.345025752025122,31.649108842472398,62.26500332422078,0.6843524264507911,0.8307608487005427,0.9844268978000115,0.4266666666666667,3.2792854494801524,,1,42
46,False,Replace,5.934446892239783,29.311282393260385,59.50981787504253,0.6540702816374527,0.8734998830432608,0.9829732284918195,0.42333333333333334,3.390257990434762,,1,42
47,False,Replace,5.216329469203107,28.183143958477807,56.61950457125536,0.6223029514030012,0.7692206831645141,0.9782176659354249,0.41333333333333333,3.205783904050772,,1,42
48,False,Replace,5.759908464025589,27.27119450729029,53.064429351178305,0.5832292467023636,0.7888519586505779,0.9883952307188971,0.43666666666666665,3.1108822748032465,,1,42
49,False,Replace,5.239844266822368,26.953566953315995,54.149411859496524,0.5951542506786407,0.8296108457502405,0.9798687566511527,0.4166666666666667,3.13473939642532,,1,42
50,False,Replace,4.81183040628629,29.13111096821254,58.48466853169997,0.6428029018392409,0.6969642159266032,0.968967292510196,0.39666666666666667,3.0173099012226947,,1,42
51,False,Replace,3.6538444072543035,29.29808755511141,58.845932866815325,0.6467735452364469,0.7215399662851156,0.9728671043607882,0.4033333333333333,3.0399807329136586,,1,42
52,False,Replace,3.471686905316479,30.364726970106396,60.22991958460691,0.6619848937939103,0.6059085809977813,0.9858150371789199,0.43,3.0306239691072223,,1,42
53,False,Replace,4.513211127806751,31.513953609858135,62.93370330203936,0.6917020840105094,0.8206083129245401,0.9979471932237238,0.47333333333333333,3.06731971351102,,1,42
54,False,Replace,5.0580985838548465,30.898736697273055,61.785519278152336,0.6790824344351681,0.88481826618897,0.9999679398727177,0.49666666666666665,3.1401302184850968,,1,42
55,False,Replace,4.442455143878256,30.928819685810346,62.89666978847981,0.6912950499863961,0.7033013792935551,0.9984284947115637,0.4766666666666667,3.204133394096659,,1,42
56,False,Replace,4.669728029568732,34.45074479737287,69.23750975539653,0.7609869954681949,0.8722182409579599,0.9988455359952018,0.48,3.4456486171587537,,1,42
57,False,Replace,2.25689465038866,34.8423496399261,70.07756550854766,0.7702200182310684,0.6877434314773562,0.9998717566408489,0.49333333333333335,3.3617699799778884,,1,42
58,False,Replace,1.7709811232856516,35.82348794955916,71.01989607493462,0.7805771398113511,0.5763651317057027,0.99971144175281,0.49,3.5615838128091615,,1,42
59,False,Replace,1.16364474471485,32.734401278003986,64.85727523674485,0.7128439944045986,0.5866038378676459,0.9907147546131311,0.44333333333333336,3.5527605027404383,,1,42
60,False,Replace,1.6648855791257546,35.98987619583665,73.06869635525791,0.8030954304769985,0.5917684845266797,0.9937071066045081,0.4533333333333333,4.024581931287361,,1,42
61,False,Replace,1.9151192302723663,36.41802736967776,72.59196851984643,0.797855731874211,0.5612873494591875,0.9953784388202258,0.46,3.972327480808649,,1,42
62,False,Replace,2.441983950508219,36.20171072266422,73.53314523996862,0.8082001715714312,0.5994883044751242,0.9974015885677396,0.47,4.25096488811528,,1,42
63,False,Replace,2.415657545823705,34.52343945320154,68.4227436996846,0.7520319308661297,0.6457279906351359,0.9829732284918195,0.42333333333333334,4.487208197058473,,1,42
64,False,Replace,2.4163517294881314,31.56995934083321,63.982811924361194,0.7032327993877798,0.5847802732712969,0.9917770334127775,0.44666666666666666,4.281648691430712,,1,42
65,False,Replace,3.1361302157966175,30.02742578586681,60.569446706633684,0.665716624258855,0.674967771232785,0.9998717566408489,0.49333333333333335,4.070046729702991,,1,42
66,False,Replace,2.894432690932423,29.12629055282853,58.69374551990523,0.6451008595450849,0.7653620546278783,0.9883952307188971,0.43666666666666665,3.5569082379956978,,1,42
67,False,Replace,3.0209227913882915,28.612022493017868,58.424166382091414,0.6421379248749822,0.7202041776074913,0.9937071066045081,0.4533333333333333,3.5908730456337836,,1,42
68,False,Replace,3.5931198765574273,28.73854299910559,57.35789359004874,0.6304185587216842,0.6958031895842687,0.9974015885677396,0.47,3.91127736503679,,1,42
69,False,Replace,4.410431389232781,29.18045181078739,59.10070170248793,0.6495737004049728,0.731179722339272,0.9967916319816367,0.4666666666666667,4.527201891487241,,1,42
70,False,Replace,4.332449273977493,27.97431595993333,55.73452850516231,0.6125762110858435,0.8175300811213448,0.9961172688791448,0.4633333333333333,4.231607130460366,,1,42
71,False,Replace,4.158355471573903,26.907673782750663,54.92811069749305,0.6037129017796844,0.8567664605134722,0.9927744539878083,0.45,3.9545897701797554,,1,42
72,False,Replace,4.964058572185391,27.000772002841877,55.32356991502068,0.6080593799075045,0.8149808233696345,0.9829732284918195,0.42333333333333334,3.715345068832278,,1,42
73,False,Replace,4.656635878160131,28.24483245888871,54.497664258388454,0.5989818803498062,0.8777910100275641,0.9798687566511527,0.4166666666666667,3.6897692420950143,,1,42
74,False,Replace,4.92929846845195,29.650579857937878,60.304075440842695,0.6627999381597838,0.756117792313105,0.9782176659354249,0.41333333333333333,3.6172131322415138,,1,42
75,False,Replace,5.0015036879126376,27.861649738692307,55.60801453367392,0.6111857005462845,0.8089488879685789,0.9829732284918195,0.42333333333333334,3.7891592650639927,,1,42
76,False,Replace,4.973181351421368,30.067756034518155,60.436652750666155,0.6642570906343056,0.8278002602155352,0.9883952307188971,0.43666666666666665,3.7026848164575936,,1,42
77,False,Replace,4.958845760229342,29.343930877736565,60.05009998972191,0.6600085030525148,0.7754874114215613,1.0,0.5,3.8283489385638125,,1,42
78,False,Replace,4.859237379502698,29.110995419671863,58.71131731930995,0.6452939905644011,0.7605573803601869,0.9998717566408489,0.49333333333333335,3.910949452171462,,1,42
79,False,Replace,5.091866948010057,34.39323274233537,69.55266864348404,0.7644508955447299,0.8786620440373585,0.9979471932237238,0.47333333333333333,3.900414697729176,,1,42
80,False,Replace,5.826307378068981,34.140405976490584,67.23168348694561,0.7389410306313288,0.8178192764904448,0.9961172688791448,0.4633333333333333,4.0789310415710895,,1,42
81,False,Replace,5.8527948404684,30.188553802429695,61.754265973105326,0.6787389304762563,0.9124648087865914,0.9984284947115637,0.4766666666666667,4.153480405476155,,1,42
82,False,Replace,5.263151689418795,26.53134954592,52.823712891853155,0.5805835407001008,0.8464929910562891,0.9991983542636397,0.48333333333333334,4.185113980187861,,1,42
83,False,Replace,4.577067519751368,25.373504476540834,48.678362419491805,0.5350221417955272,0.8831720432038964,0.9953784388202258,0.46,3.924426318583933,,1,42
84,False,Replace,5.136237926075893,26.37449797104465,53.34271306215396,0.5862878530250238,0.8833479017752267,0.9844268978000115,0.4266666666666667,4.097091803001913,,1,42
85,False,Replace,4.816755982104377,25.980393960226234,51.84893716939307,0.5698698155688698,0.8166972689216545,0.9709505944546688,0.4,3.9177414972507685,,1,42
86,False,Replace,4.698089709780979,27.166913243387867,54.27073812787054,0.5964877433586561,0.9125009839355291,0.9782176659354249,0.41333333333333333,3.8837627808084143,,1,42
87,False,Replace,4.022929991272313,27.539658468648927,54.57385099650867,0.5998192460658963,0.8648224737609735,0.9647995485050873,0.39,3.8296755810647567,,1,42
88,False,Replace,4.4161995654911586,30.44054602814981,60.63349922018281,0.6664206231463098,0.7780649082794643,0.9858150371789199,0.43,3.818249435271805,,1,42
89,False,Replace,4.233692246141602,27.522995804431478,54.773681721722156,0.6020155784256197,0.7978789316903321,0.9709505944546688,0.4,3.848804680875393,,1,42
90,False,Replace,4.087494620031675,26.392935895557212,53.1780562046251,0.5844781153880582,0.8190648232624913,0.968967292510196,0.39666666666666667,3.8500334341363693,,1,42
91,False,Replace,4.238592924923695,28.652474759738364,58.367422345137754,0.6415142531926145,0.8351709843742745,0.9747170041802444,0.4066666666666667,4.024380477041943,,1,42
92,False,Replace,4.073999952056312,27.310576489517064,55.27761604608,0.6075543025761727,0.8827623994206559,0.9647995485050873,0.39,3.9495647210988154,,1,42
93,False,Replace,4.045637462018277,29.04137639111105,55.96996468112968,0.6151638816824158,0.833899170810054,0.9883952307188971,0.43666666666666665,4.134456145144287,,1,42
94,False,Replace,4.403399733594232,29.706611006240053,60.93163906730714,0.6696974675518064,0.8485905255579522,0.9984284947115637,0.4766666666666667,4.130225074127373,,1,42
95,False,Replace,4.856011931343091,31.225606615259164,62.688870241813156,0.6890111325948527,0.8422466496250121,0.9991983542636397,0.48333333333333334,4.559911218125659,,1,42
96,False,Replace,5.0027754973519665,32.01581119923641,65.17876654888192,0.7163774939275684,0.9649469173449746,0.9979471932237238,0.47333333333333333,4.471143741504274,,1,42
97,False,Replace,6.187632989735064,32.49045150421373,62.707118705429984,0.689211700806343,0.9234597452919397,0.9953784388202258,0.46,4.437154942762648,,1,42
98,False,Replace,5.8995495629401,32.747141886598186,65.95762149644847,0.7249378608233176,0.9739794169497574,0.9961172688791448,0.4633333333333333,4.983328789660339,,1,42
99,False,Replace,5.6684871765961695,32.44541545442128,66.42178946844952,0.7300395144161971,0.9272933149849245,0.9974015885677396,0.47,4.871513250791577,,1,42
100,False,Replace,4.75246968333537,33.13591556340267,66.43221723781538,0.7301541256566532,0.9036164199976906,0.9991983542636397,0.48333333333333334,4.881686775317083,,1,42
101,False,Replace,5.84599350834491,30.203715876470838,60.283714134988415,0.6625761477747656,0.8891550839465234,0.9988455359952018,0.48,4.264103668037711,,1,42
102,False,Replace,6.659943010652172,30.640965501767084,61.27786468325153,0.6735028209240239,1.0974429572622753,0.9988455359952018,0.48,4.462544570525421,,1,42
103,False,Replace,6.582546908573052,32.413579567042504,66.3987773370055,0.7297865889018513,1.0263072338213755,0.9988455359952018,0.48,4.260704609626485,,1,42
104,False,Replace,7.141977195216159,30.575238975470185,61.08091802281759,0.6713381872172284,1.066986632371775,0.9945750754783549,0.45666666666666667,4.327611139818028,,1,42
105,False,Replace,8.151152512656076,28.18908102486995,56.49334836107179,0.6209163730051585,1.0853620933642656,0.9988455359952018,0.48,4.452706326819476,,1,42
106,False,Replace,7.880954143859323,28.08696128406019,56.72085207098238,0.6234168581507733,0.969847890416431,0.9999679398727177,0.49666666666666665,4.440226761810076,,1,42
107,False,Replace,6.258627677836708,27.0252839598698,53.37114388698342,0.586600335204728,1.0432001590813478,0.9961172688791448,0.4633333333333333,4.346921137200454,,1,42
108,False,Replace,6.863028591789828,26.5024934809548,53.85396866323524,0.591907045066413,0.8735397662610145,0.9979471932237238,0.47333333333333333,4.419796632989425,,1,42
109,False,Replace,7.108981089111186,25.291825208884767,47.71529476097399,0.5244370995766895,1.0522528271627996,1.0,0.5,4.478109939806876,,1,42
110,False,Replace,6.187034417087913,24.92485497173997,48.574312330676015,0.5338785309876594,1.0104317052882468,0.99971144175281,0.49,4.5108480776068305,,1,42
111,False,Replace,5.732207982158378,26.217326755652895,51.30116485490683,0.5638492696353984,0.9372395815846384,0.9961172688791448,0.4633333333333333,4.552244658055193,,1,42
112,False,Replace,4.832448834331927,27.608721269412854,53.84987312685702,0.591862031172437,0.8449153489352736,0.9871377743721862,0.43333333333333335,4.645178330608601,,1,42
113,False,Replace,5.273864731454694,28.923162336529856,57.11113917847053,0.6277064898019785,0.8451750501399246,0.9829732284918195,0.42333333333333334,4.828654130693595,,1,42
114,False,Replace,4.98563953918214,30.668772846236394,61.188732718501676,0.6725231746846547,0.9334014115303862,0.9782176659354249,0.41333333333333333,4.795900435273067,,1,42
115,False,Replace,4.910332039277769,32.550415630942325,62.97391484310494,0.6921440476213722,0.8919355728206465,0.9895875212220555,0.44,4.820529189748992,,1,42
116,False,Replace,4.845006553602998,37.46761382083802,73.58248950591054,0.8087425126350453,0.9748893601154843,0.9580420222262997,0.38,4.531711213894586,,1,42
117,False,Replace,3.0099727364906084,39.82303977409048,80.4447909758272,0.8841658228615057,0.7775834199573853,0.9426831892554923,0.36,4.476984361786711,,1,42
118,False,Replace,3.3231475198157403,37.98082000537738,77.00019155319842,0.8463063537026883,0.9064059037170441,0.9531971725430558,0.37333333333333335,4.616955727422177,,1,42
119,False,Replace,3.0414803880594925,38.07809601748346,76.6408652741255,0.8423570114101868,0.8412907791547176,0.9647995485050873,0.39,4.711595587609042,,1,42
120,False,Replace,3.3096848865208153,37.3581347392123,75.85333371936704,0.8337012802348563,0.8735893050427448,0.9765004687578241,0.41,4.886510771561171,,1,42
121,False,Replace,3.9872399119670314,37.59694484606415,74.84841832216787,0.8226562910156315,0.8201616691035869,0.9782176659354249,0.41333333333333333,4.652616275704118,,1,42
122,False,Replace,4.1055940513987625,43.69558540656622,90.19790250748832,0.9913619231713744,0.9327603602628277,0.9647995485050873,0.39,4.502076625918323,,1,42
123,False,Replace,4.494379811059861,43.9945269289093,86.21539855437541,0.9475903645404202,0.9029760570830477,0.950672092687066,0.37,4.485575664224704,,1,42
124,False,Replace,4.319020747409371,42.97114093797479,87.9949983842424,0.9671498826751785,0.9696342231215987,0.9531971725430558,0.37333333333333335,4.65728871213698,,1,42
125,False,Replace,3.931294539832156,47.64349716366767,96.18231402360527,1.0571363762876658,0.9309040562600415,0.9603622703154779,0.38333333333333336,4.759701429403206,,1,42
126,False,Replace,4.23727412138322,47.01958028972506,93.86560595349887,1.0316735206783945,0.875420966795367,0.9669170093596808,0.3933333333333333,4.745323519757629,,1,42
127,False,Replace,4.800835853612005,50.821047351595,96.73521415058401,1.0632132818249962,0.9081590127867454,0.9765004687578241,0.41,4.599597269577057,,1,42
128,False,Replace,4.4012577289172965,56.96029745143173,112.32404118859985,1.234549522721621,0.8973798086192571,0.9829732284918195,0.42333333333333334,4.977923074084962,,1,42
129,False,Replace,3.715159514874466,56.81774115970781,112.63957155930734,1.238017505750357,0.9642876975869297,0.9556537346562001,0.37666666666666665,4.8933766314642,,1,42
130,False,Replace,4.148428472024753,61.152096200854196,121.01544226656799,1.3300764013759547,1.0257862230373285,0.9398814380370069,0.3566666666666667,4.800444431717076,,1,42
131,False,Replace,5.799630019782565,53.01824218457762,107.50702920432845,1.1816059161419625,1.1004888639048642,0.9556537346562001,0.37666666666666665,4.727099667621751,,1,42
132,False,Replace,4.87281993188557,44.22792734507042,85.42055146391742,0.9388542285736422,0.9140000875064687,0.9556537346562001,0.37666666666666665,4.8242732201623975,,1,42
133,False,Replace,4.93343931176169,44.60739760185311,89.02242208840883,0.9784422598919296,1.054872071228604,0.950672092687066,0.37,4.924510935775082,,1,42
134,False,Replace,4.546748134211635,48.59398391407978,94.02196339963926,1.033392039781375,0.9127291734540803,0.9370098252692082,0.35333333333333333,4.98353895060312,,1,42
135,False,Replace,4.771166749221446,51.891662386344194,101.94748169644154,1.1205011281572994,0.9344606184980259,0.9647995485050873,0.39,4.9413549737841596,,1,42
136,False,Replace,6.2555473293819865,50.6451509067791,100.24980394499808,1.1018420126589483,0.9996651183902071,0.9765004687578241,0.41,4.933768513686439,,1,42
137,False,Replace,6.458542616522684,45.94747357440596,95.77636674033549,1.0526746242040725,0.9592926278725051,0.9782176659354249,0.41333333333333333,4.882922701910051,,1,42
138,False,Replace,6.1276781540659995,45.978307821838236,91.09569649363917,1.0012295447898294,1.0525673396156956,0.9709505944546688,0.4,4.764067783714679,,1,42
139,False,Replace,5.790185248840929,49.83754579564833,104.19634509401928,1.1452183053952878,1.015548659513695,0.9669170093596808,0.3933333333333333,4.916775485653554,,1,42
140,False,Replace,6.671592855412926,48.67041882714181,95.05119381049776,1.0447042744468145,1.1048285312016621,0.9814538950336537,0.42,5.018764513113339,,1,42
141,False,Replace,5.674914257275699,49.22445308086452,103.67151872304322,1.1394499575069466,0.9320573152249562,0.950672092687066,0.37,4.971450298947466,,1,42
142,False,Replace,4.559701990568491,47.912736974052,94.25117542202223,1.0359113009283258,0.924242793382288,0.9454153653108376,0.36333333333333334,4.867834042199922,,1,42
143,False,Replace,4.540851818293358,48.27581776395938,94.51731856761484,1.038836470730713,0.9251346666104172,0.9626147059982517,0.38666666666666666,5.0633953549169055,,1,42
144,False,Replace,4.233790408419621,46.38117765569973,94.11240881511144,1.0343861221106962,0.8538249653534906,0.9647995485050873,0.39,4.931964590380396,,1,42
145,False,Replace,4.291584470592382,44.22785682660312,92.59569086835342,1.0177159293589109,0.9091916213546144,0.9603622703154779,0.38333333333333336,4.739813472241953,,1,42
146,False,Replace,5.24420369965876,35.440019666768585,71.59943490600156,0.7869468303933612,0.9244459123035524,0.9895875212220555,0.44,4.787574278988214,,1,42
147,False,Replace,5.222429308733117,37.75620793505879,74.22791151597892,0.8158363228830762,1.020296004841995,0.9829732284918195,0.42333333333333334,4.775531609355253,,1,42
148,False,Replace,4.962779311031756,30.938181147236335,61.34094537359828,0.6741961385373902,0.9563996936127213,0.9747170041802444,0.4066666666666667,4.766539759129267,,1,42
149,False,Replace,5.642379337551002,28.918436789010393,56.44873202829835,0.6204259964860431,0.8764368922844519,0.9883952307188971,0.43666666666666665,4.707023258192312,,1,42
150,False,Replace,5.95340885018293,28.889914551440725,59.10611609040657,0.6496332097490993,1.0302242816958063,0.9798687566511527,0.4166666666666667,4.645402115412477,,1,42
151,False,Replace,6.200886887905588,28.35764144441671,55.863922000861166,0.6139983703730978,0.9820600551672106,0.9728671043607882,0.4033333333333333,4.462094597555854,,1,42
152,False,Replace,6.109987056060264,30.782521846742164,61.914057705370034,0.6804951956953026,1.075681430355412,0.9603622703154779,0.38333333333333336,4.435953653105996,,1,42
153,False,Replace,5.745407237963216,31.86541625598586,62.693793603281144,0.6890652450848074,0.9214347960739271,0.950672092687066,0.37,4.668465657322847,,1,42
154,False,Replace,6.158610197510972,28.800531861578506,58.77246260926261,0.6459660362611988,1.0429649246727881,0.9580420222262997,0.38,4.679082436465959,,1,42
155,False,Replace,5.474337707781636,25.010787982761496,49.63694916841032,0.5455579344970876,0.9273744443422269,0.9149263727797277,0.33,4.855744768006629,,1,42
156,False,Replace,5.324150406212694,22.99317834236503,45.68409217656867,0.5021122245580099,0.9457919398655437,0.9426831892554923,0.36,4.7453547972867245,,1,42
157,False,Replace,5.764681297509184,21.436387081863497,42.31031075860764,0.46503111355776217,0.946945860854082,0.9556537346562001,0.37666666666666665,4.790892872763861,,1,42
158,False,Replace,5.916700678942534,23.256722527064095,45.24866767351451,0.49732648940515667,0.9765037311061716,0.9647995485050873,0.39,4.748510245693225,,1,42
159,False,Replace,6.636261020675814,22.91630044023258,45.49470663691765,0.5000306948595371,0.9855083310976198,0.9883952307188971,0.43666666666666665,4.844697398197969,,1,42
160,False,Replace,5.851735242561685,25.22663629309777,51.526019527707085,0.5663206393087987,0.9552032444632682,0.9626147059982517,0.38666666666666666,4.7998235687656035,,1,42
161,False,Replace,6.117506391863209,22.371840204367242,43.459905129905835,0.4776662642110997,0.9011786004789445,0.9647995485050873,0.39,4.750503264572708,,1,42
162,False,Replace,5.816982326772618,24.601382804604114,48.21541334766436,0.5299338850908976,1.0918191513514353,0.9709505944546688,0.4,4.607556437621423,,1,42
163,False,Replace,6.129462545859055,20.96535250993057,43.76505027644188,0.481020103612091,0.965706247491088,0.9871377743721862,0.43333333333333335,4.422697891965552,,1,42
164,False,Replace,6.502112091334041,23.75089584165632,46.279834601775256,0.5086600082641615,1.012508602721677,0.9858150371789199,0.43,4.728595269056979,,1,42
165,False,Replace,7.795091471898934,23.172796245359862,46.0436270375534,0.5060638593668502,1.0151534625684095,0.9998717566408489,0.49333333333333335,4.867351429362581,,1,42
166,False,Replace,8.93945282935813,21.398752804557947,43.38972448299947,0.47689491122890887,1.154796741431355,0.9927744539878083,0.45,4.9566073915408415,,1,42
167,False,Replace,8.604807559376734,21.586544393353023,44.01369576520392,0.483752957293545,1.1271906487763301,0.9953784388202258,0.46,4.752492499177573,,1,42
168,False,Replace,8.242423645716059,20.673073685480286,40.61829829658276,0.4464342650529573,1.1060868237238415,0.9999679398727177,0.49666666666666665,4.785708265980432,,1,42
169,False,Replace,7.334554545596074,21.104268219595028,42.13928240784595,0.4631513470663644,1.0090613924993324,0.9917770334127775,0.44666666666666666,5.067465183226636,,1,42
170,False,Replace,8.192886227101683,22.400396725013003,43.21841803952164,0.47501208823040586,1.0789212199422555,0.9953784388202258,0.46,5.210380453798689,,1,42
171,False,Replace,9.769560051909497,19.80573339444848,39.490188762059624,0.434035253472838,1.168478705009893,0.9979471932237238,0.47333333333333333,5.381418388423216,,1,42
172,False,Replace,9.946524850371095,18.66367169626326,37.71369622713394,0.414509887505738,1.2923343528181002,0.9988455359952018,0.48,5.517380475679921,,1,42
